exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
psy_winter_2021,1,1,15,3,explicit_detail,False,,1,"According to the second paragraph, at the age of five, most boys and girls -",associate intelligence with people of their own gender,believe that boys are smarter than girls,accept gender stereotypes,are not sure that they will be successful in school,paragraph_number,p2,1,yes_local,Scan 'five-year-old'; the 70-percent sentence alone settles it,paraphrase,True,False,,ok,,,wrong_entity,"That pattern belongs to six-year-olds, not five-year-olds",wrong_location,"Taken from the paragraph's general opening sentence, not the age-five data",not_stated,Text says nothing about children's expectations of school success
psy_winter_2021,1,1,16,4,explicit_detail,False,,3,The study presented in the second paragraph found that -,"girls were better than boys at playing the game for children who ""try really, really hard""","girls and boys were both very interested in the game for children who ""are really, really smart""",six-year-old girls were less likely to think of girls as smart than five-year-old girls were,most boys and girls thought that six-year-olds are more intelligent than five-year-olds,paragraph_number,p2,2,needs_paragraph,Stem names no detail; must compare 70% and 48% figures sitting in different sentences,synthesis,True,False,,ok,right_words_wrong_relation,Swaps equal interest in the game for superior performance at it,contradiction,Girls were less interested than boys in the 'really smart' game,,,right_words_wrong_relation,Recombines the two ages into a comparison the study never made
psy_winter_2021,1,1,17,5,paragraph_purpose,False,,1,The main purpose of the last paragraph is to claim that -,women's academic studies and their careers are often influenced by stereotypes that they have been exposed to,more research is needed on the links between intelligence and grades in women,women are less afraid of studying in difficult academic disciplines than they once were,high grades in high school do not necessarily predict how successful women will be in their careers,ordinal_position,p3,4,needs_paragraph,Must read the whole closing paragraph; single sentences support wrong options,generalization,True,False,,ok,,,not_stated,"Cimpian hopes for interventions, not for further research",contradiction,Text says women may opt out of difficult disciplines,right_words_wrong_relation,Uses the high-grades detail to state a prediction claim the text never makes
psy_winter_2021,1,2,18,1,paragraph_purpose,False,,3,The main purpose of the first paragraph is to introduce Oxford University's -,definition of the serial comma,traditional rules for using commas,controversial policy change,"writers, editors, and printers",ordinal_position,p1,4,needs_paragraph,Opening sentence defines the comma; only the whole paragraph shows the directive is the point,generalization,False,False,,ok,too_narrow,The definition occupies only the first clause of the paragraph,not_stated,"No comma rules are given, only a note on tradition",,,too_narrow,"Verbatim lift of a list from line 1, not a purpose"
psy_winter_2021,1,2,19,2,vocab_in_context,False,line 5,1,"The word ""bemoaning"" (line 5) is closest in meaning to -",regretting,explaining,approaching,deleting,line_number,p1,1,yes_local,The contrast with 'while others celebrated' in the same sentence fixes the meaning,inference_one_step,False,False,,ok,,,not_stated,No explaining in the sentence; ignores the contrast with celebrating,not_stated,Unrelated sense; nothing in the sentence supports it,right_words_wrong_relation,"Deletion fits the comma's demise, not what its advocates were doing"
psy_winter_2021,1,2,20,3,paragraph_purpose,False,,3,The main purpose of the second paragraph is to present -,a Washington Post journalist's position on the uproar,some famous examples of the serial comma,arguments for and against the serial comma,the advantages of dropping the Oxford comma,ordinal_position,p2,3,needs_paragraph,Must see the paragraph is one-sided; the opposing view sits in the next paragraph,generalization,True,True,Option 1 is correct: paragraph two gives only Petri's pro-comma position; the counterargument appears in paragraph three,ok,other:likely_correct_answer,Accurately describes the paragraph: one journalist's position on the comma,too_narrow,"One illustrative dedication, and it shows the comma missing",,,wrong_location,Advantages of dropping it are argued in the third paragraph
psy_winter_2021,1,2,21,4,explicit_detail,False,,4,"According to the last paragraph, Oxford University Press -",was surprised by the public outcry over the Oxford comma,is not connected with other departments in the university,issued new directives regarding its publications,never decided to stop using the Oxford comma,ordinal_position,p4,2,yes_local,"Scan 'Oxford University Press'; the not-abandoned sentence decides it, but the negation must be inverted",paraphrase,False,False,,ok,not_stated,The directive was surprising; nobody says the Press was surprised,overreach,Distinguishing Press from PR department is not organisational disconnection,wrong_entity,"The university's PR department issued the change, not the Press",,
psy_winter_2021,1,2,22,5,other,False,,2,In which of the following sentences is a serial comma used?,"He changed his job, not his profession.","India, the United Kingdom, and Canada all have prime ministers.","In 1492, Columbus discovered the New World.","The objective of the United Nations, founded in 1945, is to settle international disputes.",named_entity_or_term,p1,1,yes_local,"Only the opening definition is needed, then applied to four new sentences",inference_one_step,False,False,,ok,other:comma_but_not_a_list,"Contrastive comma before 'not', no list at all",,,other:comma_but_not_a_list,"Introductory date comma, not a list separator",other:parenthetical_commas,"Commas enclose an appositive phrase, not list items"
psy_winter_2021,2,1,13,1,main_idea,False,,1,The main purpose of the text is to discuss Van Aken's -,unusual creations,perception of art,career as a sculptor,views on genetic engineering,none,whole,99,no_locator,"Van Aken is named everywhere, so the name localises nothing",generalization,False,False,,ok,,,right_words_wrong_relation,"Text says viewers' perception of nature changes, not his perception of art",too_narrow,Sculptor is one word in the opening sentence; career is never discussed,not_stated,Genetic engineering appears only to be ruled out; no views given
psy_winter_2021,2,1,14,2,paragraph_purpose,False,,2,The main purpose of the second paragraph is to -,describe how grafting was done long ago,describe the creation of a Tree of 40 Fruit,discuss how grafting has changed over time,discuss genetic engineering,paragraph_number,p2,8,needs_paragraph,Grafting background fills half the paragraph; only the whole shows Van Aken's process is the point,generalization,True,False,,ok,too_narrow,Traditional grafting is two sentences of background,,,right_words_wrong_relation,Contrast between traditional and Van Aken's method is not historical change,not_stated,Genetic engineering is only mentioned to be excluded
psy_winter_2021,2,1,15,3,inference,False,,2,It can be inferred from the second paragraph that Van Aken's trees -,are designed to produce unusually large fruit,do not always grow according to plan,are completed within a few months,do not have more than twenty grafts,paragraph_number,p2,2,needs_paragraph,Stem names no detail; the deciding quote about uncontrollable grafts is at the paragraph's end,inference_one_step,True,False,,ok,not_stated,Fruit size is never mentioned anywhere in the text,,,wrong_entity,A few months applies to traditional grafts; his trees take years,contradiction,He starts with about twenty grafts and adds more later
psy_winter_2021,2,1,16,4,paragraph_purpose,False,,3,The main purpose of the last paragraph is to -,discuss changes in fruit production in the US,explain why many varieties of fruit are not commercially viable,introduce an additional goal of Van Aken's project,describe Van Aken's work with farmers in the US,ordinal_position,p3,6,needs_paragraph,Every sentence but the last supports a wrong option; the goal appears only at the end,generalization,True,False,,ok,too_narrow,"Disappearing varieties are background, not the paragraph's purpose",right_words_wrong_relation,"Viability is used as a cause, never itself explained",,,too_narrow,"Visiting farmers is one sentence describing means, not the goal"
psy_winter_2021,2,1,17,5,explicit_detail,True,,3,Which of the following statements about Van Aken's trees is not made in the text?,Their flowers bloom in many different colors.,They produce fruits that are not very common.,They live longer than genetically engineered trees.,They bear more than one type of fruit.,none,whole,99,needs_whole_text,Negative item: must verify three separate statements scattered across all three paragraphs,elimination_only,True,False,,ok,true_but_not_asked,"Stated in paragraph one: white, pink, red and purple blossoms",true_but_not_asked,Stated in the last paragraph: increasingly rare varieties,,,true_but_not_asked,Stated in paragraph one: forty different kinds of fruit
