word,lemma,in_bank,bank_headword,level,zipf,sc_opt_exams,sc_opt_correct_exams,restatement_exams,rc_question_exams,exams_any_role,occurrences,weighted_score
poem,poem,0,,B1,4.25,0,0,8,0,13,38,42
popularity,popularity,0,,B2,4.24,0,0,6,1,16,20,42
hope,hope,0,,A1,5.44,0,0,4,0,20,31,41
ship,ship,0,,A2,4.93,0,0,2,0,21,54,41
hand,hand,0,,A1,5.41,0,0,1,0,24,46,41
fast,fast,0,,A1,5.13,0,0,3,1,18,50,41
wide,wide,0,,A2,4.96,0,0,5,0,18,25,41
danger,danger,0,,A2,4.59,0,0,6,0,17,21,41
fear,fear,0,,A2,4.95,0,0,8,0,15,26,41
benefit,benefit,1,benefits,A2,4.84,0,0,4,3,18,34,41
due,due,0,,B1,5.35,0,0,9,1,17,20,41
follow,follow,0,,A1,5.14,0,0,4,2,23,30,41
poetry,poetry,0,,B1,4.4,0,0,7,2,11,35,41
whale,whale,0,,off~C1+,3.98,0,0,4,3,11,86,41
twentieth,twentieth,0,,off~C1+,3.8,0,0,9,0,15,36,41
medieval,medieval,1,medieval,C1,4.05,0,0,5,0,15,40,41
belief,belief,0,,B1,4.46,0,0,7,1,15,24,41
energy,energy,0,,A2,5.23,0,0,6,1,14,29,40
identify,identify,0,,A2,4.63,0,0,4,1,21,26,40
within,within,0,,B1,5.44,0,0,5,0,20,25,40
function,function,1,function,B1,4.78,0,0,4,0,18,28,40
female,female,0,,A2,5.0,0,0,5,1,17,37,40
thirty,thirty,0,,A1,4.38,0,0,9,0,11,29,39
religious,religious,0,,B1,4.85,0,0,2,0,18,32,39
friend,friend,0,,A1,5.43,0,0,3,0,20,31,39
economy,economy,0,,B1,4.87,0,0,7,0,15,27,39
fully,fully,0,,B2,4.89,0,0,9,0,14,17,39
product,product,0,,A1,5.04,0,0,1,1,18,43,39
national,national,0,,A2,5.51,0,0,3,0,19,25,39
criticize,criticize,0,,B2,4.0,0,0,10,0,14,16,39
commonly,commonly,0,,B2,4.38,0,0,7,1,19,26,39
run,run,0,,A1,5.49,0,0,1,0,24,35,38
difficulty,difficulty,0,,B1,4.33,0,0,7,0,16,19,38
standard,standard,0,,B1,5.03,0,0,5,0,14,27,38
relate,relate,0,,B1,5.1,0,0,4,1,18,24,38
fiction,fiction,1,fiction,A2,4.44,0,0,6,1,11,38,38
majority,majority,1,majority,B2,4.94,0,0,9,0,15,19,38
express,express,0,,A2,4.68,0,0,6,0,21,25,38
price,price,0,,A1,5.23,0,0,6,1,15,32,38
cell,cell,0,,B2,4.87,0,0,4,2,10,32,38
consist,consist,0,,B1,4.39,0,0,5,0,18,24,37
available,available,0,,A2,5.28,0,0,4,0,18,21,37
attack,attack,0,,A2,5.09,0,0,1,0,17,24,37
nothing,nothing,0,,A1,5.55,0,0,7,1,17,21,37
matter,matter,0,,A2,5.38,0,0,8,0,17,20,37
gold,gold,0,,A2,5.17,0,0,5,1,13,56,37
thanks,thanks,0,,A1,5.43,0,0,7,0,16,22,37
knowledge,knowledge,0,,A2,4.96,0,0,7,0,15,24,37
cover,cover,0,,A2,5.08,0,0,2,0,20,27,37
heart,heart,0,,A2,5.31,0,0,2,0,18,28,37
beauty,beauty,0,,B1,4.75,0,0,5,0,18,27,37
origin,origin,0,,B2,4.55,0,0,2,0,18,24,37
farm,farm,0,,A1,4.75,0,0,3,1,13,28,37
complete,complete,0,,A1,5.1,0,0,5,0,19,22,37
preserve,preserve,0,,B2,4.19,0,0,5,0,14,24,37
salt,salt,0,,A1,4.6,0,0,7,2,8,83,37
flower,flower,0,,A1,4.64,0,0,4,0,14,35,37
month,month,0,,A1,5.35,0,0,1,0,23,30,36
sun,sun,0,,A1,4.97,0,0,2,0,15,31,36
prepare,prepare,0,,A1,4.74,0,0,4,2,17,21,36
invention,invention,0,,A2,4.04,0,0,6,0,15,25,36
harmful,harmful,0,,B2,3.97,0,0,5,0,15,18,36
list,list,1,list,A1,5.28,0,0,3,0,16,22,36
speech,speech,0,,A2,4.85,0,0,7,0,13,25,36
situation,situation,0,,A1,5.09,0,0,6,1,13,21,36
eye,eye,0,,A1,5.21,0,0,3,0,22,29,36
fourth,fourth,0,,A1,4.83,0,0,4,6,15,22,36
reflect,reflect,0,,B1,4.39,0,0,4,2,19,23,36
everyone,everyone,0,,A1,5.47,0,0,5,0,19,23,36
red,red,0,,A1,5.32,0,0,4,0,14,29,36
element,element,1,elements,B1,4.7,0,0,6,0,13,27,36
parent,parent,0,,A1,5.21,0,0,1,2,14,40,35
widespread,widespread,1,widespread,B2,4.19,0,0,7,0,16,18,35
especially,especially,0,,A2,5.21,0,0,6,1,19,27,35
start,start,0,,A1,5.56,0,0,3,0,22,26,35
car,car,0,,A1,5.45,0,0,4,0,10,25,35
father,father,0,,A1,5.26,0,0,4,2,15,30,35
illness,illness,0,,A2,4.41,0,0,3,0,15,33,35
architecture,architecture,1,architecture,A2,4.42,0,0,7,0,10,22,35
computer,computer,1,computer,A1,4.97,0,0,4,0,13,27,34
clear,clear,0,,A2,5.25,0,0,5,1,18,22,34
test,test,0,,A1,5.19,0,0,2,0,18,31,34
patient,patient,0,,A2,4.91,0,0,2,1,16,45,34
position,position,0,,A2,5.21,0,0,4,0,17,25,34
figure,figure,1,figure,A2,5.07,0,0,5,0,16,19,34
location,location,1,location,B1,4.86,0,0,5,0,14,20,34
black,black,0,,A1,5.46,0,0,2,0,14,37,34
significant,significant,1,significant,B2,4.98,0,0,7,1,17,20,34
temperature,temperature,0,,A2,4.64,0,0,4,0,15,24,34
appearance,appearance,0,,A2,4.69,0,0,3,0,14,18,34
worker,worker,0,,A1,4.95,0,0,3,0,14,22,34
wealthy,wealthy,0,,B2,4.21,0,0,5,0,14,17,33
night,night,0,,A1,5.61,0,0,1,0,18,30,33
medicine,medicine,0,,A2,4.73,0,0,1,0,16,30,33
enormous,enormous,1,enormous,A2,4.25,0,0,4,0,18,22,33
job,job,0,,A1,5.5,0,0,4,0,14,25,33
influential,influential,1,influential,C1,4.09,0,0,7,0,14,16,33
walk,walk,0,,A1,5.08,0,0,2,0,16,28,33
big,big,0,,A1,5.67,0,0,5,0,15,21,33
resident,resident,1,residents,B2,4.64,0,0,4,0,13,24,33
blood,blood,0,,A2,5.1,0,0,2,1,14,35,33
attract,attract,0,,B1,4.31,0,0,1,1,18,20,33
village,village,0,,A1,4.82,0,0,4,0,13,28,33
reaction,reaction,1,reaction,B1,4.73,0,0,2,0,16,18,32
towards,towards,0,,A2,5.06,0,0,5,0,13,17,32
note,note,0,,A1,5.04,0,0,1,0,21,28,32
unknown,unknown,0,,B2,4.53,0,0,6,0,14,16,32
environmental,environmental,1,environmental,B1,4.7,0,0,6,0,10,21,32
American,American,0,,off~B2,5.49,0,0,6,0,13,15,32
southern,southern,0,,B1,4.84,0,0,4,0,13,24,32
final,final,0,,A1,5.28,0,0,10,0,8,13,32
slow,slow,0,,A1,4.85,0,0,5,1,13,22,32
museum,museum,0,,A1,4.71,0,0,2,3,12,44,32
rely,rely,1,rely,B2,4.29,0,0,6,0,14,19,32
clock,clock,0,,A1,4.43,0,0,4,2,10,44,31
next,next,0,,A1,5.7,0,0,4,0,19,28,31
worldwide,worldwide,0,,B1,4.54,0,0,6,0,11,22,31
Shakespeare,Shakespeare,0,,off~C1,4.0,0,0,7,0,11,23,31
nuclear,nuclear,1,nuclear,B1,4.73,0,0,6,0,10,23,31
northern,northern,0,,B1,4.85,0,0,3,1,10,33,31
goal,goal,1,goal,A2,5.06,0,0,3,1,13,17,31
well-known,well-known,0,,off~B2,5.3,0,0,4,0,15,16,30
clearly,clearly,0,,A2,4.92,0,0,7,0,13,16,30
expect,expect,0,,A2,5.01,0,0,4,0,14,16,30
winter,winter,0,,A1,4.89,0,0,2,1,13,26,30
happen,happen,0,,A1,5.2,0,0,3,4,16,18,30
genetic,genetic,1,genetic,B2,4.34,0,0,6,0,9,22,30
mathematics,mathematics,0,,A2,4.15,0,0,5,0,10,20,30
fire,fire,0,,A1,5.3,0,0,1,0,17,20,29
north,north,0,,A1,5.34,0,0,4,1,9,19,29
ground,ground,1,ground,A2,5.15,0,0,0,1,18,24,29
central,central,0,,B1,5.12,0,0,5,0,12,19,29
picture,picture,0,,A1,5.13,0,0,1,1,16,23,29
demonstrate,demonstrate,1,demonstrated,B2,4.22,0,0,4,0,16,17,29
mineral,mineral,0,,B2,4.03,0,0,2,0,13,29,29
primarily,primarily,1,primarily,B2,4.48,0,0,5,0,15,16,29
simply,simply,0,,B1,5.08,0,0,1,0,20,27,29
explanation,explanation,1,explanation,A2,4.44,0,0,2,0,13,22,29
full,full,0,,A1,5.54,0,0,4,0,14,21,29
contrast,contrast,1,contrast,B1,4.46,0,0,2,3,16,17,29
unable,unable,0,,B1,4.61,0,0,2,1,13,17,29
former,former,0,,B2,5.28,0,0,7,0,13,19,29
various,various,0,,B1,5.12,0,0,3,0,16,18,29
everything,everything,0,,A1,5.54,0,0,7,0,13,15,29
potential,potential,1,potential,B2,5.01,0,0,4,0,12,19,29
clean,clean,0,,A1,4.97,0,0,2,1,13,32,29
historical,historical,0,,B1,4.69,0,0,4,0,10,16,29
flag,flag,0,,B1,4.58,0,0,6,0,8,45,29
wood,wood,0,,A2,4.78,0,0,2,0,14,22,28
song,song,0,,A1,5.26,0,0,2,1,11,32,28
dramatic,dramatic,1,dramatic,B2,4.41,0,0,4,0,12,16,28
insect,insect,0,,A2,4.02,0,0,2,0,11,21,28
increasingly,increasingly,0,,B2,4.38,0,0,4,0,15,18,28
pressure,pressure,0,,B1,5.01,0,0,3,0,13,24,28
innovative,innovative,1,innovative,B2,4.1,0,0,3,0,14,17,28
crime,crime,0,,A2,4.89,0,0,2,0,11,23,28
construction,construction,1,construction,B2,4.97,0,0,5,1,10,13,28
criticism,criticism,1,criticism,B2,4.49,0,0,5,1,11,12,28
struggle,struggle,0,,B2,4.62,0,0,4,0,12,15,28
sailor,sailor,0,,B1,3.78,0,0,1,2,11,31,28
class,class,0,,A1,5.36,0,0,3,1,13,27,28
sentence,sentence,0,,A1,4.58,0,0,2,3,13,23,28
giant,giant,0,,B1,4.62,0,0,3,2,9,41,28
climate,climate,0,,A2,4.71,0,0,5,0,9,21,27
vast,vast,0,,B2,4.49,0,0,3,0,16,18,27
mathematical,mathematical,1,mathematical,C1,4.04,0,0,4,1,8,20,27
household,household,1,household,B2,4.47,0,0,4,1,13,17,27
pain,pain,0,,A2,5.03,0,0,2,2,9,50,27
injury,injury,1,injury,A2,4.74,0,0,5,0,8,17,27
elephant,elephant,0,,A1,4.08,0,0,6,0,7,25,27
finish,finish,0,,A1,4.94,0,0,5,0,11,20,27
dollar,dollar,0,,A1,4.78,0,0,2,0,12,27,27
taste,taste,0,,A2,4.73,0,0,2,0,13,31,27
investigation,investigation,1,investigation,B2,4.75,0,0,6,0,8,12,27
army,army,0,,A2,5.06,0,0,1,1,13,19,27
everyday,everyday,0,,A2,4.47,0,0,5,0,12,14,27
dream,dream,0,,A2,4.91,0,0,5,0,12,22,26
lake,lake,0,,A2,4.83,0,0,3,0,12,27,26
institution,institution,1,institutions,B2,4.58,0,0,3,0,12,21,26
tourism,tourism,0,,A2,4.28,0,0,4,0,8,16,26
surprisingly,surprisingly,0,,off~C1,4.09,0,0,5,0,12,16,26
head,head,0,,A1,5.51,0,0,2,1,18,22,26
ideal,ideal,1,ideal,A2,4.44,0,0,4,0,12,14,26
disagree,disagree,0,,A2,4.09,0,0,1,2,12,18,26
global,global,0,,B1,4.95,0,0,5,0,10,25,26
sport,sport,0,,A1,4.94,0,0,1,0,12,22,26
beautiful,beautiful,0,,A1,5.22,0,0,3,0,14,17,26
combination,combination,1,combination,B2,4.61,0,0,4,0,13,17,26
greatly,greatly,1,greatly,B2,4.33,0,0,4,0,11,13,26
artistic,artistic,0,,B2,4.17,0,0,6,0,9,15,26
summer,summer,0,,A1,5.23,0,0,2,0,14,25,26
opportunity,opportunity,0,,A2,4.95,0,0,4,1,13,14,26
familiar,familiar,0,,B1,4.61,0,0,2,1,12,15,25
status,status,1,status,B2,4.87,0,0,3,0,12,15,25
week,week,0,,A1,5.56,0,0,1,1,15,20,25
bone,bone,0,,A2,4.47,0,0,1,1,12,23,25
sand,sand,0,,B1,4.44,0,0,2,1,11,43,25
classical,classical,1,classical,A2,4.26,0,0,6,0,6,22,25
tall,tall,0,,A1,4.52,0,0,3,1,10,20,25
visitor,visitor,0,,A1,4.49,0,0,2,0,14,21,25
mother,mother,0,,A1,5.24,0,0,3,0,12,20,25
dance,dance,0,,A1,4.93,0,0,2,1,9,39,25
communication,communication,0,,B1,4.68,0,0,4,1,12,24,25
mammal,mammal,0,,off~C1+,3.7,0,0,5,0,8,21,25
existence,existence,1,existence,B2,4.55,0,0,4,1,13,16,25
biography,biography,1,biography,C1,3.89,0,0,8,0,7,14,25
toxic,toxic,1,toxic,C1,4.24,0,0,4,0,9,16,25
novelist,novelist,1,novelist,B2,3.61,0,0,5,0,9,18,25
abandon,abandon,1,abandoned,B2,4.4,0,0,5,0,11,13,25
street,street,0,,A1,5.28,0,0,2,0,12,20,25
western,western,0,,B1,5.01,0,0,6,0,7,18,25
poverty,poverty,0,,B1,4.46,0,0,7,0,7,15,25
top,top,0,,A2,5.57,0,0,4,0,13,17,25
version,version,1,versions,B1,5.07,0,0,2,1,15,16,25
destination,destination,0,,B1,4.24,0,0,6,0,10,13,25
message,message,0,,A1,5.0,0,0,2,1,12,19,25
mining,mining,1,mining,C1,4.56,0,0,6,0,7,16,25
civil,civil,1,civil,B2,4.93,0,0,2,1,10,19,25
primary,primary,1,primary,B1,4.88,0,0,6,0,8,15,24
classic,classic,1,classic,B2,4.72,0,0,2,0,11,16,24
series,series,1,series,A2,5.35,0,0,2,0,17,22,24
anything,anything,0,,A1,5.55,0,0,4,0,12,15,24
mountain,mountain,0,,A1,4.73,0,0,4,0,8,15,24
wife,wife,0,,A1,5.23,0,0,4,0,8,22,24
property,property,0,,B1,5.11,0,0,3,0,12,18,24
theater,theater,0,,off~B2,4.35,0,0,6,0,6,17,24
carbon,carbon,1,carbon,B2,4.55,0,0,4,1,6,24,24
specific,specific,0,,A2,5.03,0,0,3,0,12,14,24
real,real,0,,A1,5.6,0,0,3,2,12,18,24
meter,meter,0,,off~C1,4.21,0,0,2,0,12,16,24
tiny,tiny,0,,B1,4.62,0,0,2,0,16,20,24
colorful,colorful,1,colorful,off~C1+,3.8,0,0,5,0,11,14,24
save,save,0,,A2,5.14,0,0,1,0,11,17,24
original,original,0,,A2,5.16,0,0,3,0,12,18,24
gas,gas,1,gas,A2,5.01,0,0,4,0,8,19,24
massive,massive,0,,B2,4.72,0,0,5,0,11,12,24
relation,relation,0,,B1,4.67,0,0,5,0,9,22,24
turtle,turtle,0,,off~C1+,3.91,0,0,2,2,7,54,24
desert,desert,0,,A2,4.4,0,0,4,0,11,19,24
magnificent,magnificent,1,magnificent,B2,4.04,0,0,6,0,10,10,24
mental,mental,1,mental,B1,4.83,0,0,0,0,10,36,24
nineteenth-century,nineteenth-century,0,,off~C1+,3.74,0,0,3,0,12,12,24
archaeologist,archaeologist,0,,off~C2,3.37,0,0,2,0,8,24,24
fuel,fuel,1,fuel,B1,4.72,0,0,3,1,9,15,24
hippopotamus,hippopotamus,0,,off~C2,3.13,0,0,6,1,6,23,24
teacher,teacher,0,,A1,4.88,0,0,2,0,11,25,24
symptom,symptom,0,,B1,4.48,0,0,3,1,8,21,23
arrive,arrive,0,,A1,4.79,0,0,2,0,16,20,23
willing,willing,0,,B2,4.72,0,0,4,0,11,11,23
continent,continent,1,continent,A2,4.07,0,0,5,0,9,17,23
photograph,photograph,0,,A1,4.34,0,0,3,0,10,18,23
newspaper,newspaper,0,,A1,4.6,0,0,1,0,13,33,23
active,active,0,,A2,4.93,0,0,2,0,12,14,23
act,act,0,,A2,5.3,0,0,4,0,11,13,23
step,step,0,,A2,5.13,0,0,1,0,13,15,23
wall,wall,0,,A1,5.04,0,0,2,0,13,21,23
bury,bury,0,,B1,4.4,0,0,4,0,11,12,23
conventional,conventional,1,conventional,B2,4.25,0,0,4,0,9,19,23
accomplish,accomplish,1,accomplish,B2,4.15,0,0,3,0,14,14,23
extraordinary,extraordinary,0,,B2,4.36,0,0,4,0,12,14,23
psychologist,psychologist,1,psychologist,B2,3.8,0,0,4,0,8,18,23
wonder,wonder,0,,B1,4.93,0,0,4,0,14,15,23
engineering,engineering,1,engineering,B1,4.8,0,0,4,0,9,21,23
freedom,freedom,0,,B2,4.86,0,0,1,1,10,17,23
print,print,0,,A2,4.54,0,0,2,0,10,24,23
solve,solve,0,,A2,4.42,0,0,2,1,12,14,23
document,document,1,documents,A2,4.64,0,0,2,1,11,15,23
illegal,illegal,1,illegal,B1,4.68,0,0,6,0,8,12,23
explorer,explorer,0,,off~C1+,3.85,0,0,1,0,12,17,22
feeling,feeling,0,,A1,5.13,0,0,2,1,11,17,22
introduction,introduction,0,,A2,4.52,0,0,5,0,10,11,22
import,import,1,imported,B1,4.1,0,0,1,2,12,15,22
wrong,wrong,0,,A1,5.39,0,0,1,0,14,16,22
brilliant,brilliant,0,,A2,4.55,0,0,6,0,8,9,22
publication,publication,1,publication,B2,4.45,0,0,2,0,13,14,22
philosophy,philosophy,1,philosophy,B2,4.49,0,0,2,1,10,17,22
unfortunately,unfortunately,0,,A2,4.62,0,0,1,0,17,19,22
spring,spring,0,,A1,4.92,0,0,1,1,12,14,22
wealth,wealth,0,,B2,4.51,0,0,2,1,9,13,22
free,free,0,,A1,5.63,0,0,3,0,11,15,22
farmer,farmer,0,,A1,4.43,0,0,1,0,12,16,22
description,description,1,descriptions,A1,4.73,0,0,2,2,10,12,22
afraid,afraid,0,,A1,4.7,0,0,4,0,9,11,22
useful,useful,0,,A1,4.72,0,0,2,0,11,14,22
equal,equal,0,,B1,4.65,0,0,4,0,12,12,22
crowd,crowd,0,,A2,4.7,0,0,1,0,14,15,22
financial,financial,1,financial,B1,5.08,0,0,1,0,12,15,22
twenty,twenty,0,,A1,4.65,0,0,2,0,12,17,22
contrary,contrary,1,contrary,C1,4.17,0,0,5,1,10,10,22
correct,correct,0,,A1,4.79,0,0,2,1,10,13,22
speaker,speaker,0,,A2,4.49,0,0,4,0,10,15,22
favorite,favorite,0,,off~B2,4.97,0,0,2,0,11,13,22
brother,brother,0,,A1,5.11,0,0,4,1,7,36,22
virus,virus,0,,A2,4.42,0,0,4,0,7,16,21
snake,snake,0,,A1,4.23,0,0,4,0,7,20,21
review,review,0,,A2,5.12,0,0,5,0,5,11,21
complexity,complexity,1,complexity,C1,4.02,0,0,5,0,8,10,21
height,height,0,,A2,4.53,0,0,3,0,10,13,21
intellectual,intellectual,1,intellectual,B2,4.3,0,0,3,1,7,28,21
pioneer,pioneer,0,,C1,3.91,0,0,5,0,9,11,21
cook,cook,0,,A1,4.65,0,0,1,0,9,22,21
threat,threat,0,,B2,4.6,0,0,2,0,11,16,21
exactly,exactly,0,,A2,5.15,0,0,2,0,13,13,21
depend,depend,0,,A2,4.56,0,0,4,0,12,12,21
restate,restate,0,,off~C2,2.67,0,0,1,9,9,11,21
shark,shark,0,,off~C1,4.1,0,0,4,0,8,16,21
mass,mass,0,,B2,4.87,0,0,2,0,10,15,21
distinction,distinction,0,,C1,4.1,0,0,4,0,6,10,21
marble,marble,0,,off~C1+,3.96,0,0,4,0,7,17,21
athlete,athlete,0,,A2,4.34,0,0,4,0,7,19,21
forty,forty,0,,A1,4.2,0,0,2,0,9,14,21
speed,speed,0,,A2,5.0,0,0,1,0,10,16,21
anyone,anyone,0,,A1,5.38,0,0,4,0,11,14,21
overcome,overcome,1,overcome,B2,4.27,0,0,2,0,11,13,21
currently,currently,0,,B1,5.08,0,0,5,0,10,11,21
acclaim,acclaim,0,,off~C1+,3.7,0,0,4,0,10,11,21
coal,coal,0,,B1,4.49,0,0,6,0,4,17,21
prefer,prefer,0,,A1,4.57,0,0,2,0,10,11,21
action,action,0,,A1,5.25,0,0,2,0,11,21,21
prehistoric,prehistoric,0,,off~C2,3.42,0,0,4,0,6,16,21
conquer,conquer,0,,C1,3.77,0,0,6,0,7,8,21
dish,dish,0,,A1,4.21,0,0,4,0,7,13,21
worry,worry,0,,A2,4.84,0,0,4,0,8,11,21
physician,physician,1,physician,C1,4.18,0,0,2,0,9,19,21
adventure,adventure,0,,A2,4.46,0,0,1,0,8,18,20
dozen,dozen,0,,B2,4.35,0,0,4,0,10,14,20
constantly,constantly,1,constantly,B2,4.53,0,0,1,0,11,14,20
memory,memory,0,,A2,4.81,0,0,1,0,12,15,20
wisdom,wisdom,1,wisdom,B2,4.3,0,0,3,0,7,11,20
deeply,deeply,0,,B2,4.44,0,0,3,0,9,13,20
successfully,successfully,0,,B1,4.45,0,0,2,0,10,15,20
engage,engage,0,,B1,4.52,0,0,4,0,10,11,20
attractive,attractive,0,,A2,4.53,0,0,3,0,10,10,20
reform,reform,0,,C1,4.53,0,0,3,1,6,14,20
strict,strict,0,,B2,4.23,0,0,3,0,9,11,20
evolve,evolve,0,,B2,4.09,0,0,4,0,9,11,20
infection,infection,1,infection,B2,4.33,0,0,4,0,8,17,20
dominate,dominate,1,dominated,B2,4.18,0,0,4,0,8,10,20
sum,sum,1,sums,B2,4.34,0,0,2,0,11,13,20
year-old,year-old,0,,off~B2,5.54,0,0,2,1,11,14,20
ice,ice,0,,A1,5.0,0,0,2,0,8,18,20
flight,flight,0,,A1,4.86,0,0,3,0,7,28,20
egg,egg,0,,A1,4.5,0,0,1,1,9,15,20
per,per,0,,A2,5.45,0,0,2,0,12,20,20
tribe,tribe,1,tribe,B2,4.12,0,0,2,0,7,26,20
numerous,numerous,0,,B2,4.65,0,0,3,0,10,12,20
interpretation,interpretation,1,interpretation,B2,4.22,0,0,1,1,8,12,20
John,John,0,,off~B2,5.38,0,0,4,0,7,15,20
jazz,jazz,0,,A2,4.31,0,0,2,0,7,14,20
fame,fame,1,fame,B2,4.34,0,0,3,0,12,14,20
separate,separate,0,,A2,4.83,0,0,3,0,10,10,20
lifetime,lifetime,1,lifetime,B2,4.39,0,0,3,0,9,10,20
thrive,thrive,1,thrive,C1,3.73,0,0,5,0,10,10,20
mathematician,mathematician,0,,off~C2,3.24,0,0,2,0,6,14,20
Thomas,Thomas,0,,off~B2,4.84,0,0,5,0,7,10,20
enemy,enemy,0,,B1,4.7,0,0,5,0,8,9,20
explore,explore,0,,B1,4.31,0,0,3,0,11,11,20
percentage,percentage,1,percentage,B1,4.48,0,0,4,0,8,9,20
playwright,playwright,0,,off~C2,3.39,0,0,2,0,9,12,19
maker,maker,0,,off~C1,4.23,0,0,3,1,7,13,19
disadvantage,disadvantage,1,disadvantages,B1,3.71,0,0,1,1,10,10,19
soldier,soldier,0,,A2,4.7,0,0,1,0,9,15,19
hair,hair,0,,A1,5.08,0,0,1,1,8,28,19
hero,hero,0,,A2,4.68,0,0,2,0,9,13,19
controversy,controversy,1,controversy,B2,4.26,0,0,3,0,8,10,19
graphic,graphic,0,,B2,4.23,0,0,5,0,6,13,19
birth,birth,0,,A2,4.77,0,0,3,0,10,15,19
conclusion,conclusion,1,conclusions,B1,4.4,0,0,3,1,8,11,19
publisher,publisher,1,publishers,off~C1,4.13,0,0,2,0,8,16,19
comedy,comedy,0,,A2,4.51,0,0,4,0,7,15,19
hot,hot,0,,A1,5.16,0,0,1,0,8,12,19
appreciate,appreciate,1,appreciate,B1,4.74,0,0,4,0,9,9,19
regularly,regularly,0,,B1,4.52,0,0,3,0,9,9,19
entire,entire,0,,B2,5.09,0,0,1,0,13,15,19
dark,dark,0,,A1,5.04,0,0,1,0,11,15,19
excellent,excellent,0,,A2,4.73,0,0,3,0,11,12,19
inventor,inventor,0,,off~C1+,3.59,0,0,1,0,9,16,19
worth,worth,0,,B1,5.16,0,0,4,0,10,11,19
responsibility,responsibility,0,,B1,4.75,0,0,2,0,9,12,19
inspiration,inspiration,1,inspiration,C1,4.41,0,0,2,0,11,12,19
molecule,molecule,0,,off~C1+,3.92,0,0,2,1,6,20,19
billion,billion,0,,A2,4.75,0,0,2,0,12,19,19
mile,mile,0,,A1,5.0,0,0,2,0,9,16,19
opus,opus,1,opera,B2,4.27,0,0,4,0,6,12,19
personal,personal,0,,A1,5.2,0,0,3,0,11,11,19
educational,educational,0,,B1,4.6,0,0,2,0,9,12,19
camel,camel,0,,off~C1+,3.64,0,0,4,0,6,15,19
garden,garden,0,,A1,4.77,0,0,4,0,6,14,19
clothing,clothing,0,,A2,4.47,0,0,1,0,11,15,19
variation,variation,1,variation,B2,4.09,0,0,5,0,7,8,19
activist,activist,1,activist,C1,4.13,0,0,3,0,8,12,19
nut,nut,0,,A2,4.3,0,0,4,1,5,15,19
storm,storm,0,,A2,4.66,0,0,5,0,4,11,19
drive,drive,0,,A1,5.13,0,0,1,0,14,16,18
folk,folk,0,,B1,4.22,0,0,4,0,5,13,18
particular,particular,0,,A2,5.0,0,0,3,0,9,11,18
sure,sure,0,,A1,5.67,0,0,1,0,9,11,18
connection,connection,1,connection,B1,4.76,0,0,2,0,7,9,18
proportion,proportion,1,proportion,B2,4.11,0,0,5,0,7,8,18
president,president,0,,A2,5.45,0,0,1,0,10,13,18
telephone,telephone,0,,A1,4.41,0,0,4,0,6,14,18
slavery,slavery,1,slavery,C1,4.21,0,0,3,0,6,15,18
sculptor,sculptor,0,,off~C2,3.34,0,0,3,0,6,11,18
communicate,communicate,1,communicate,A2,4.2,0,0,1,1,11,14,18
strategy,strategy,1,strategies,A2,4.74,0,0,1,2,9,11,18
root,root,0,,B2,4.41,0,0,3,0,9,10,18
intense,intense,1,intense,B2,4.39,0,0,3,0,9,10,18
fierce,fierce,1,fierce,C1,3.92,0,0,4,0,8,12,18
reject,reject,1,rejected,B1,4.37,0,0,2,1,8,10,18
husband,husband,0,,A1,5.0,0,0,2,1,8,13,18
presence,presence,0,,B2,4.73,0,0,4,0,9,9,18
item,item,1,items,A2,4.78,0,0,1,0,10,17,18
biologist,biologist,0,,off~C2,3.35,0,0,3,1,7,13,18
basis,basis,0,,B1,4.81,0,0,2,0,8,10,18
gender,gender,1,gender,B2,4.59,0,0,2,0,6,15,18
whole,whole,0,,A2,5.46,0,0,4,0,8,9,18
universe,universe,0,,B2,4.59,0,0,4,0,7,10,18
ruler,ruler,0,,off~C1+,3.84,0,0,3,0,8,10,18
endangered,endangered,0,,off~C1+,3.86,0,0,2,0,7,11,18
model,model,0,,A1,5.13,0,0,3,1,8,13,18
queen,queen,0,,A2,4.86,0,0,1,0,7,14,18
double,double,0,,A2,5.01,0,0,5,0,4,7,18
fisherman,fisherman,0,,off~C1+,3.65,0,0,3,0,6,13,18
latter,latter,1,latter,C1,4.56,0,0,4,1,8,9,18
customer,customer,0,,A1,4.78,0,0,1,0,9,24,18
creation,creation,0,,B2,4.56,0,0,3,0,8,10,18
milk,milk,0,,A1,4.66,0,0,4,0,6,15,18
wish,wish,0,,A2,5.18,0,0,3,0,8,8,17
sail,sail,0,,A2,4.01,0,0,1,0,9,15,17
dedicate,dedicate,1,dedicated,C1,4.58,0,0,2,0,11,11,17
affair,affair,0,,B2,4.67,0,0,5,0,5,10,17
twelve,twelve,0,,A1,4.35,0,0,1,0,11,14,17
railroad,railroad,0,,off~B2,4.32,0,0,4,0,5,17,17
complicate,complicate,0,,B2,4.47,0,0,2,0,9,11,17
quiet,quiet,0,,A1,4.65,0,0,2,0,6,9,17
camera,camera,0,,A1,4.87,0,0,2,0,6,15,17
ethnic,ethnic,1,ethnic,B2,4.33,0,0,2,0,6,12,17
employment,employment,1,employment,B1,4.56,0,0,2,0,8,9,17
peace,peace,0,,A2,5.02,0,0,2,0,6,12,17
sales,sales,0,,off~B2,5.02,0,0,1,0,9,11,17
